,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
1,3,Himalaya Kök och Bar - Nepalesisk restaurang,ChIJzZONQxXzT0YRVN5da_OSWKY,0x464ff315438d93cd:0xa65892f36b5dde54,11986491982422597204,https://serpapi.com/search.json?data_id=0x464ff315438d93cd%3A0xa65892f36b5dde54&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff315438d93cd%3A0xa65892f36b5dde54&engine=google_maps_photos&hl=sv,"{'latitude': 57.6920295, 'longitude': 11.951628099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff315438d93cd%3A0xa65892f36b5dde54%218m2%213d57.6920295%214d11.951628099999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.5,300.0,,Nepalesisk restaurang,"Olivedalsgatan 13, 413 10 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': 'Stängt', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 12 61 55,http://www.himalayakok.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOzVBNwcLIegSrHaZWRGYvgNm7ZW3p1Qvdee9fR=w163-h92-k-no,$$,,,,
2,4,Human Restaurang,ChIJZQDECx_zT0YRTskIHQH_Cy8,0x464ff31f0bc40065:0x2f0bff011d08c94e,3390083524773595470,https://serpapi.com/search.json?data_id=0x464ff31f0bc40065%3A0x2f0bff011d08c94e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff31f0bc40065%3A0x2f0bff011d08c94e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6944039, 'longitude': 11.9559777}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff31f0bc40065%3A0x2f0bff011d08c94e%218m2%213d57.6944039%214d11.9559777&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.8,69.0,,Exklusiv restaurang,"Risåsgatan 8, 413 07 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '12–14', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': '17–00', 'tisdag': '17–00', 'onsdag': '12–14', 'torsdag': '12–14'}",+46 31 53 15 33,https://humanrestaurang.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPx6T6wO2F2nsQesQYhDOHxPZyV_iCa8iCDhmQy=w163-h92-k-no,,,,,
3,5,Le pub,ChIJj0lLh0HzT0YRQVLrsKxbYpc,0x464ff341874b498f:0x97625bacb0eb5241,10908382044705477185,https://serpapi.com/search.json?data_id=0x464ff341874b498f%3A0x97625bacb0eb5241&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341874b498f%3A0x97625bacb0eb5241&engine=google_maps_photos&hl=sv,"{'latitude': 57.69905, 'longitude': 11.949732}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341874b498f%3A0x97625bacb0eb5241%218m2%213d57.69905%214d11.949732&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,3.9,907.0,,Restaurang,"Nordhemsgatan 22-24, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '15–02', 'lördag': '15–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '16–23', 'onsdag': '16–00', 'torsdag': '16–00'}",+46 31 14 10 60,http://www.lepub.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOBoBf2QHJhPoX0zcXL2sYjV_eRYirx0XWnb-7N=w122-h92-k-no,$$,,,,
4,6,Bord 27,ChIJefWCEGzzT0YRdLQri2ZIvtc,0x464ff36c1082f579:0xd7be48668b2bb474,15545942568988292212,https://serpapi.com/search.json?data_id=0x464ff36c1082f579%3A0xd7be48668b2bb474&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1082f579%3A0xd7be48668b2bb474&engine=google_maps_photos&hl=sv,"{'latitude': 57.6971237, 'longitude': 11.9629155}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1082f579%3A0xd7be48668b2bb474%218m2%213d57.6971237%214d11.9629155&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.7,937.0,,Restaurang,"Haga kyrkogata 14, 411 23 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '17–22:30', 'lördag': '13–22:30', 'söndag': '13–22:30', 'måndag': '17–22:30', 'tisdag': '17–22:30', 'onsdag': '17–22:30', 'torsdag': '17–22:30'}",+46 31 10 90 50,https://www.bord27.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPkUNXPfCWPPpWSca7UtrPJS5XDFr8fTU5tkX2g=w122-h92-k-no,$$,"Trivsamt ställe med kreativt lokalt kök. Kvarterskrog med lokal meny med fokus på nya varianter av kötträtter, skaldjur och efterrätter, samt vin.",,,
5,7,Taj Mahal - Indisk Restaurang Göteborg,ChIJrbc_3kPzT0YR600rAIE0sWo,0x464ff343de3fb7ad:0x6ab13481002b4deb,7687983767556410859,https://serpapi.com/search.json?data_id=0x464ff343de3fb7ad%3A0x6ab13481002b4deb&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff343de3fb7ad%3A0x6ab13481002b4deb&engine=google_maps_photos&hl=sv,"{'latitude': 57.6995959, 'longitude': 11.9471178}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff343de3fb7ad%3A0x6ab13481002b4deb%218m2%213d57.6995959%214d11.9471178&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.2,758.0,,Modern indisk restaurang,"Första Långgatan 24, 413 28 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '13–22', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 24 60 20,https://www.tajmahalgbg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPfZ0VI68JRdUCb-EjLa4_QIE1iC1_w_wyHxJ-0=w138-h92-k-no,$$,,,,
6,8,Bangkok Kitchen Göteborg,ChIJE18eY0HzT0YRUmd487GvENM,0x464ff341631e5f13:0xd310afb1f3786752,15208849120458991442,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_photos&hl=sv,"{'latitude': 57.6991376, 'longitude': 11.9477361}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341631e5f13%3A0xd310afb1f3786752%218m2%213d57.6991376%214d11.9477361&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.2,599.0,,Thailändsk restaurang,"Andra Långgatan 21, 413 28 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 42 35 53,http://bkgbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMyzTH_hA_dikGyHyicVlsm0o_1_p5Lgm08C8uc=w138-h92-k-no,$$,,,,
7,9,Restaurant 2112,ChIJPSytJGbzT0YRKUOpf_qtaeM,0x464ff36624ad2c3d:0xe369adfa7fa94329,16386820010559488809,https://serpapi.com/search.json?data_id=0x464ff36624ad2c3d%3A0xe369adfa7fa94329&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36624ad2c3d%3A0xe369adfa7fa94329&engine=google_maps_photos&hl=sv,"{'latitude': 57.7044925, 'longitude': 11.9619077}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36624ad2c3d%3A0xe369adfa7fa94329%218m2%213d57.7044925%214d11.9619077&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.5,2333.0,,Hamburgerrestaurang,"Magasinsgatan 5, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '16–02', 'lördag': '14–02', 'söndag': '16–00', 'måndag': '16–00', 'tisdag': '16–00', 'onsdag': '16–00', 'torsdag': '16–00'}",+46 31 787 58 12,http://restaurang2112.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOzRG-qVeTeddWOHhG10rW2HM54lbJf-b3BwKHX=w122-h92-k-no,$$,Trevlig svensk pub känd för sina burgare. Svensk restaurang med signaturburgare och öl i en exklusiv pubmiljö med bord på terrassen.,,,
8,10,Ristorante Fontana di Trevi,ChIJmVrCFGjzT0YRDWGxZaSoYgI,0x464ff36814c25a99:0x262a8a465b1610d,171885159827726605,https://serpapi.com/search.json?data_id=0x464ff36814c25a99%3A0x262a8a465b1610d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36814c25a99%3A0x262a8a465b1610d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7029728, 'longitude': 11.957676399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36814c25a99%3A0x262a8a465b1610d%218m2%213d57.7029728%214d11.957676399999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,609.0,,Italiensk restaurang,"Kungsgatan 6B, 411 19 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '15–00', 'lördag': '14–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22', 'torsdag': '17–22'}",+46 31 13 73 72,http://fontanaditrevi.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNJrlEmZ182s9dn2Se57p7JoLLNmIAV4MYM0ApX=w138-h92-k-no,$$,,,,
9,11,Magazzino,ChIJh7FFOmbzT0YR4hIrHDBJhSA,0x464ff3663a45b187:0x208549301c2b12e2,2343359652096053986,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7046089, 'longitude': 11.9617834}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3663a45b187%3A0x208549301c2b12e2%218m2%213d57.7046089%214d11.9617834&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.4,1165.0,,Italiensk restaurang,"Magasinsgatan 3, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 23:30,Öppet ⋅ Stänger 23:30,"{'fredag': '16–23:30', 'lördag': '16–23:30', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 13 33 10,http://magazzino.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOA-1fXHKeHaGUWav2IaqFzbpHEiEXAUe5d8xCh=w122-h92-k-no,$$,Trivsam italiensk restaurang. Mat och drinkar inspirerade av Italien serveras i en enkel restaurang med uteservering.,,,
10,12,TAVOLO,ChIJZ2cWFjPzT0YReqjXDlQ96hs,0x464ff33316166767:0x1bea3d540ed7a87a,2011487614809909370,https://serpapi.com/search.json?data_id=0x464ff33316166767%3A0x1bea3d540ed7a87a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33316166767%3A0x1bea3d540ed7a87a&engine=google_maps_photos&hl=sv,"{'latitude': 57.702682599999996, 'longitude': 11.962765899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33316166767%3A0x1bea3d540ed7a87a%218m2%213d57.702682599999996%214d11.962765899999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.1,1149.0,,Italiensk restaurang,"Magasinsgatan 19, 411 16 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '16–01', 'lördag': '12–01', 'söndag': '17–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 787 98 09,https://tavolo.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMARup3ZhpozoVqCy7HSBSUbpMmm37Uesy8HyPL=w122-h92-k-no,$$$,"Italiensk mat i dramatisk miljö. Fin italiensk mat i restaurerat stall från 1800-talet med glastak, mosaik och en stor hästskulptur.",,,
11,13,Sorellina,ChIJGWdHVW_zT0YRqlO3AZGvUgo,0x464ff36f55476719:0xa52af9101b753aa,743849925803463594,https://serpapi.com/search.json?data_id=0x464ff36f55476719%3A0xa52af9101b753aa&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36f55476719%3A0xa52af9101b753aa&engine=google_maps_photos&hl=sv,"{'latitude': 57.7032672, 'longitude': 11.964636899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36f55476719%3A0xa52af9101b753aa%218m2%213d57.7032672%214d11.964636899999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.2,581.0,,Italiensk restaurang,"Västra Hamngatan 20, 411 17 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–20:30', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 13 14 00,http://www.sorellina.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipN9WjVQFgd3v9N0wO-IBxJu44i0YQQuh7VJBq_N=w163-h92-k-no,$$,,,,
12,14,Restaurang Bryggeriet Avenyn - Restaurang Göteborg,ChIJjWVOGHDzT0YRyChVoFykme0,0x464ff370184e658d:0xed99a45ca05528c8,17120896176159533256,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7012845, 'longitude': 11.9731203}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370184e658d%3A0xed99a45ca05528c8%218m2%213d57.7012845%214d11.9731203&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,3.6,1952.0,,Restaurang,"Kungsportsavenyen 3, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 04,Öppet ⋅ Stänger 04,"{'fredag': '11–04', 'lördag': '11:30–04', 'söndag': '12–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 711 92 60,http://www.bryggeriet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP7BqQ-GxN0q5JEZ0H3e7AqRy0zm8Qu3iFzxuMX=w184-h92-k-no,$$,,,,
13,15,Texas Longhorn,ChIJkUUiEhXzT0YRx8bWEZsMqnQ,0x464ff31512224591:0x74aa0c9b11d6c6c7,8406545514599204551,https://serpapi.com/search.json?data_id=0x464ff31512224591%3A0x74aa0c9b11d6c6c7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff31512224591%3A0x74aa0c9b11d6c6c7&engine=google_maps_photos&hl=sv,"{'latitude': 57.6910028, 'longitude': 11.9524638}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff31512224591%3A0x74aa0c9b11d6c6c7%218m2%213d57.6910028%214d11.9524638&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.1,666.0,,Stekhus,"Linnégatan 78, 413 08 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '16–00', 'lördag': '13–00', 'söndag': '13–21', 'måndag': 'Stängt', 'tisdag': '16–22', 'onsdag': '16–22', 'torsdag': '16–22'}",+46 31 711 15 40,https://texaslonghorn.se/linnegatan,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMcm3zfbbQ16pU1JNXtr1GKn1KJENdimXEnsk0r=w122-h92-k-no,$$,,"""... väldigt goda men hoppades på mer när man var på restaurangen.""",,
14,16,Tranquilo,ChIJVwuKeGXzT0YRjxJ3N3PUrGg,0x464ff365788a0b57:0x68acd4733777128f,7542637067255616143,https://serpapi.com/search.json?data_id=0x464ff365788a0b57%3A0x68acd4733777128f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365788a0b57%3A0x68acd4733777128f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7035949, 'longitude': 11.9688956}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365788a0b57%3A0x68acd4733777128f%218m2%213d57.7035949%214d11.9688956&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.0,981.0,,Sydamerikansk restaurang,"Kungstorget 14, 411 10 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'fredag': '15–03', 'lördag': '12–03', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '16–23', 'onsdag': '16–23', 'torsdag': '16–23'}",+46 31 13 45 55,http://www.tranquilo.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipM3LMqEnB3OwHmAv6lz1f_QlPp9R7qBKYicO6pp=w80-h142-k-no,$$,,,,
15,17,Boqueria Göteborg,ChIJOW1hNknzT0YRWhhhK4JySWo,0x464ff34936616d39:0x6a4972822b61185a,7658778544719337562,https://serpapi.com/search.json?data_id=0x464ff34936616d39%3A0x6a4972822b61185a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34936616d39%3A0x6a4972822b61185a&engine=google_maps_photos&hl=sv,"{'latitude': 57.697431599999994, 'longitude': 11.978616299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34936616d39%3A0x6a4972822b61185a%218m2%213d57.697431599999994%214d11.978616299999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,3.8,396.0,,Tapasrestaurang,"Götaplatsen 9, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '16–02', 'lördag': '12–01', 'söndag': '12–01', 'måndag': '16–23', 'tisdag': '16–23', 'onsdag': '16–00', 'torsdag': '16–00'}",+46 31 766 94 00,http://www.boqueriagoteborg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNlGd8p5QBIx3sn7ow8EN9MKCW7OOPjb71WzecD=w122-h92-k-no,,,,,
16,18,Restaurang & Vinbaren 28+,ChIJjzXsl3HzT0YR6P0TkaM4BpY,0x464ff37197ec358f:0x960638a39113fde8,10810390230714285544,https://serpapi.com/search.json?data_id=0x464ff37197ec358f%3A0x960638a39113fde8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37197ec358f%3A0x960638a39113fde8&engine=google_maps_photos&hl=sv,"{'latitude': 57.6982017, 'longitude': 11.973998}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37197ec358f%3A0x960638a39113fde8%218m2%213d57.6982017%214d11.973998&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.6,218.0,,Exklusiv restaurang,"Götabergsgatan 28, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '18–01', 'lördag': '18–01', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '18–01', 'onsdag': '18–01', 'torsdag': '18–01'}",+46 31 20 21 61,http://28plus.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNgt4YXfmh5jvxDLi53TsVg6xIakHSTROvllX3Y=w137-h92-k-no,$$$$,,,,
17,19,The Barn,ChIJK1IOMyqw6UMRzqyaMNgiVds,0x43e9b02a330e522b:0xdb5522d8309aacce,15804576779250347214,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_photos&hl=sv,"{'latitude': 57.7043737, 'longitude': 11.962770299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x43e9b02a330e522b%3A0xdb5522d8309aacce%218m2%213d57.7043737%214d11.962770299999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.5,2837.0,,Hamburgerrestaurang,"Kyrkogatan 11, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11:30–14', 'lördag': '12–00', 'söndag': '13–21', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '11:30–14'}",+46 31 352 49 49,http://www.thebarn.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNUCVXYsWdJdRt85c5EbyLTTmgw3mA6VbcrVUdO=w138-h92-k-no,$$,,,,
18,20,Restaurang Bombay,ChIJeWKgGULzT0YR5yRDg1KhRGs,0x464ff34219a06279:0x6b44a152834324e7,7729480236236219623,https://serpapi.com/search.json?data_id=0x464ff34219a06279%3A0x6b44a152834324e7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34219a06279%3A0x6b44a152834324e7&engine=google_maps_photos&hl=sv,"{'latitude': 57.699297099999995, 'longitude': 11.951768699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34219a06279%3A0x6b44a152834324e7%218m2%213d57.699297099999995%214d11.951768699999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.1,696.0,,Indisk restaurang,"Andra Långgatan 2, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '13–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 12 00 39,http://jarntorget.restaurangbombay.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMfobxHKvRrVFqPP2y6_SrbNhxpfgBFwPVoolzN=w122-h92-k-no,,,,,
19,21,Koka,ChIJkfbFj27zT0YR56rN52ES0g4,0x464ff36e8fc5f691:0xed21261e7cdaae7,1067936273350372071,https://serpapi.com/search.json?data_id=0x464ff36e8fc5f691%3A0xed21261e7cdaae7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36e8fc5f691%3A0xed21261e7cdaae7&engine=google_maps_photos&hl=sv,"{'latitude': 57.6985472, 'longitude': 11.965549999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36e8fc5f691%3A0xed21261e7cdaae7%218m2%213d57.6985472%214d11.965549999999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.7,530.0,,Svensk restaurang,"Viktoriagatan 12, 411 25 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': '18–00', 'tisdag': '18–00', 'onsdag': '18–00', 'torsdag': '18–00'}",+46 31 701 79 79,http://www.restaurangkoka.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOpgfIQpzVd0gRXsn-M6mzjtYDtU6f75W5uJYQe=w138-h92-k-no,,,,,
0,2,Restaurang Bombay,ChIJeWKgGULzT0YR5yRDg1KhRGs,0x464ff34219a06279:0x6b44a152834324e7,7729480236236219623,https://serpapi.com/search.json?data_id=0x464ff34219a06279%3A0x6b44a152834324e7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34219a06279%3A0x6b44a152834324e7&engine=google_maps_photos&hl=sv,"{'latitude': 57.699297099999995, 'longitude': 11.951768699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34219a06279%3A0x6b44a152834324e7%218m2%213d57.699297099999995%214d11.951768699999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.1,696.0,,Indisk restaurang,"Andra Långgatan 2, 413 03 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '13–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 12 00 39,http://jarntorget.restaurangbombay.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMfobxHKvRrVFqPP2y6_SrbNhxpfgBFwPVoolzN=w122-h92-k-no,,,,,
